"Case","No","Task","CC1","GN1","NS1","BU1","FA1","LD1","BZ1","FC1","FP1","RP1","PP1","KA1","SC1","TS1","NV1","MA1","LB1","AF1","HU1","Price1","CC2","GN2","NS2","BU2","FA2","LD2","BZ2","FC2","FP2","RP2","PP2","KA2","SC2","TS2","NV2","MA2","LB2","AF2","HU2","Price2","CC3","GN3","NS3","BU3","FA3","LD3","BZ3","FC3","FP3","RP3","PP3","KA3","SC3","TS3","NV3","MA3","LB3","AF3","HU3","Price3","CC4","GN4","NS4","BU4","FA4","LD4","BZ4","FC4","FP4","RP4","PP4","KA4","SC4","TS4","NV4","MA4","LB4","AF4","HU4","Price4","segmentFull.size.Pickup","segmentMidsize.Car","segmentMidsize.Luxury.Utility.segements","segmentMidsize.Utility","segmentPrestige.Luxury.Sedan","yearind","milesa","nighta","pparkDaily","pparkMonthly","pparkWeekly","pparkYearly","genderMale","agea","educCollege.Graduate..4.Years.","educGrade.School","educHigh.School","educPostgraduate.College","educSome.College..1.3.Years.","regionMW","regionNE","regionSE","regionSW","UrbRural.Country","UrbUrban.City","incomea","Choice"
16,290,5,0,0,0,0,0,0,0,1,4,1,1,0,2,2,0,0,3,1,2,6,0,0,0,0,0,0,0,2,2,2,3,0,1,2,0,0,3,3,2,3,0,0,0,0,0,0,0,2,2,2,3,0,2,1,0,0,3,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,200,40,0,0,0,0,1,33,1,0,0,0,0,1,0,0,0,0,0,80000,4
16,296,11,2,1,5,4,0,0,0,0,0,0,1,0,3,3,3,0,1,0,0,5,3,2,1,4,0,0,0,0,0,0,1,0,2,2,1,0,4,0,0,5,2,2,1,3,0,0,0,0,0,0,2,0,3,3,3,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,200,40,0,0,0,0,1,33,1,0,0,0,0,1,0,0,0,0,0,80000,4
16,302,17,2,2,0,6,2,0,0,2,1,2,0,0,0,0,2,0,0,0,1,12,1,1,0,2,1,0,0,1,3,2,0,0,0,0,1,0,0,0,2,7,3,1,0,2,1,0,0,2,4,1,0,0,0,0,3,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,200,40,0,0,0,0,1,33,1,0,0,0,0,1,0,0,0,0,0,80000,4
16,303,18,1,2,0,0,0,1,0,0,2,0,0,0,0,2,0,3,1,1,2,11,2,1,0,0,0,1,0,0,1,0,0,0,0,2,0,4,2,1,2,1,2,1,0,0,0,3,0,0,4,0,0,0,0,2,0,3,1,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,200,40,0,0,0,0,1,33,1,0,0,0,0,1,0,0,0,0,0,80000,2
17,306,2,1,2,0,0,0,3,3,0,4,2,1,0,0,0,0,0,2,0,1,8,1,1,0,0,0,2,1,0,2,1,1,0,0,0,0,0,2,0,2,1,3,2,0,0,0,2,3,0,3,2,3,0,0,0,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,100,25,0,0,1,0,0,37,0,0,0,0,1,0,1,0,0,1,0,1e+05,3
17,309,5,0,0,3,3,2,3,0,2,4,0,2,1,1,0,0,0,0,0,0,9,0,0,5,2,2,2,0,2,2,0,2,1,3,0,0,0,0,0,0,6,0,0,2,4,2,3,0,1,2,0,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,100,25,0,0,1,0,0,37,0,0,0,0,1,0,1,0,0,1,0,1e+05,2
18,329,6,1,2,1,5,0,0,0,1,0,1,0,0,0,0,2,2,1,0,0,5,2,1,5,2,0,0,0,1,0,2,0,0,0,0,1,1,4,0,0,11,2,1,5,5,0,0,0,2,0,2,0,0,0,0,1,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,60,50,0,0,1,0,1,35,0,0,0,0,0,0,0,1,0,0,0,40000,4
18,330,7,0,0,4,0,1,1,3,0,1,0,3,2,0,0,0,1,2,0,0,11,0,0,3,0,1,2,1,0,2,0,1,1,0,0,0,4,4,0,0,2,0,0,2,0,1,2,3,0,3,0,2,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,60,50,0,0,1,0,1,35,0,0,0,0,0,0,0,1,0,0,0,40000,3
18,338,15,0,0,5,6,0,2,1,0,4,0,0,0,2,0,0,1,3,3,0,12,0,0,2,6,0,1,2,0,1,0,0,0,3,0,0,4,3,3,0,9,0,0,4,6,0,3,1,0,1,0,0,0,3,0,0,3,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,60,50,0,0,1,0,1,35,0,0,0,0,0,0,0,1,0,0,0,40000,4
19,351,9,2,1,4,0,0,0,3,0,0,1,0,2,0,1,0,0,3,0,2,9,1,1,2,0,0,0,3,0,0,1,0,1,0,2,0,0,2,0,2,5,1,1,1,0,0,0,2,0,0,2,0,1,0,1,0,0,4,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,200,15,0,0,1,0,1,19,0,0,0,0,1,0,0,0,0,1,0,60000,1
19,358,16,1,1,0,1,1,0,1,1,0,0,0,0,4,0,0,0,0,1,1,9,1,1,0,2,2,0,1,1,0,0,0,0,2,0,0,0,0,1,1,5,1,2,0,5,2,0,2,2,0,0,0,0,4,0,0,0,0,3,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,200,15,0,0,1,0,1,19,0,0,0,0,1,0,0,0,0,1,0,60000,2
19,360,18,2,0,0,3,0,0,0,1,0,2,1,0,0,0,0,3,3,2,2,4,3,0,0,2,0,0,0,1,0,1,2,0,0,0,0,3,2,1,1,2,2,0,0,6,0,0,0,2,0,1,1,0,0,0,0,3,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,200,15,0,0,1,0,1,19,0,0,0,0,1,0,0,0,0,1,0,60000,2
20,362,1,1,2,4,1,0,0,0,0,0,0,0,2,1,0,2,1,4,0,0,7,3,2,3,4,0,0,0,0,0,0,0,1,2,0,3,1,1,0,0,4,3,2,1,3,0,0,0,0,0,0,0,2,2,0,2,4,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,200,30,0,0,1,0,1,36,0,0,0,0,1,1,0,0,0,0,0,90000,3
20,365,4,0,2,3,0,0,2,2,2,4,2,2,0,0,0,0,4,0,0,0,11,0,2,3,0,0,1,3,2,2,2,2,0,0,0,0,4,0,0,0,6,0,2,4,0,0,3,1,1,3,1,3,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,200,30,0,0,1,0,1,36,0,0,0,0,1,1,0,0,0,0,0,90000,3
20,369,8,3,0,5,0,1,2,0,2,1,0,0,1,0,0,0,4,2,0,0,7,2,0,5,0,1,1,0,2,4,0,0,2,0,0,0,1,3,0,0,6,3,0,5,0,1,2,0,1,3,0,0,1,0,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,200,30,0,0,1,0,1,36,0,0,0,0,1,1,0,0,0,0,0,90000,4
20,378,17,2,0,0,5,2,2,1,0,0,2,0,2,0,3,0,1,0,0,0,1,2,0,0,5,2,2,2,0,0,1,0,2,0,3,0,2,0,0,0,8,1,0,0,6,1,2,3,0,0,1,0,1,0,1,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,200,30,0,0,1,0,1,36,0,0,0,0,1,1,0,0,0,0,0,90000,1
21,383,3,0,1,0,0,2,0,1,0,0,0,3,2,0,2,0,2,1,2,0,7,0,1,0,0,1,0,3,0,0,0,2,2,0,3,0,1,2,3,0,11,0,2,0,0,2,0,2,0,0,0,1,2,0,3,0,4,2,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,120,40,0,1,0,0,1,32,1,0,0,0,0,1,0,0,0,0,1,58000,4
21,386,6,3,0,2,2,0,1,0,0,0,0,0,2,4,0,0,0,2,1,1,6,1,0,4,3,0,2,0,0,0,0,0,2,4,0,0,0,3,3,2,3,3,0,3,5,0,1,0,0,0,0,0,2,2,0,0,0,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,120,40,0,1,0,0,1,32,1,0,0,0,0,1,0,0,0,0,1,58000,2
21,387,7,3,2,0,4,0,0,2,0,1,0,3,1,0,0,0,1,0,0,2,1,1,1,0,1,0,0,2,0,1,0,1,2,0,0,0,1,0,0,2,9,3,1,0,1,0,0,1,0,1,0,2,1,0,0,0,4,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,120,40,0,1,0,0,1,32,1,0,0,0,0,1,0,0,0,0,1,58000,1
22,403,4,3,0,2,1,2,0,0,1,2,0,0,0,2,0,0,2,1,0,0,11,1,0,4,5,1,0,0,1,3,0,0,0,1,0,0,2,1,0,0,2,1,0,1,6,2,0,0,1,4,0,0,0,4,0,0,2,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,50,10,0,1,0,0,0,51,0,0,0,0,1,1,0,0,0,1,0,35000,4
22,409,10,3,0,0,0,1,0,0,1,0,2,2,1,0,1,0,0,1,0,1,10,1,0,0,0,1,0,0,1,0,1,2,1,0,3,0,0,4,0,2,3,1,0,0,0,2,0,0,2,0,2,2,1,0,2,0,0,1,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,50,10,0,1,0,0,0,51,0,0,0,0,1,1,0,0,0,1,0,35000,4
22,410,11,0,0,4,6,1,1,2,0,0,2,0,1,0,0,3,0,0,1,0,9,0,0,3,5,2,1,1,0,0,1,0,2,0,0,2,0,0,2,0,10,0,0,3,5,1,2,2,0,0,1,0,1,0,0,2,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,50,10,0,1,0,0,0,51,0,0,0,0,1,1,0,0,0,1,0,35000,4
22,414,15,0,0,0,0,0,3,0,2,2,2,0,2,2,1,0,0,1,1,0,4,0,0,0,0,0,3,0,1,2,2,0,1,3,3,0,0,4,2,0,1,0,0,0,0,0,2,0,2,4,1,0,1,1,2,0,0,1,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,50,10,0,1,0,0,0,51,0,0,0,0,1,1,0,0,0,1,0,35000,2
22,418,19,1,1,4,1,0,1,0,0,0,1,0,2,0,0,0,1,2,0,0,12,3,1,4,5,0,3,0,0,0,1,0,1,0,0,0,2,3,0,0,6,2,1,4,2,0,2,0,0,0,2,0,2,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,50,10,0,1,0,0,0,51,0,0,0,0,1,1,0,0,0,1,0,35000,4
23,437,19,3,0,0,1,0,2,0,2,2,2,0,0,0,0,0,0,4,3,1,9,3,0,0,1,0,1,0,1,1,2,0,0,0,0,0,0,4,1,1,5,1,0,0,6,0,1,0,1,3,1,0,0,0,0,0,0,3,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,20,0,0,0,1,0,0,72,0,1,0,0,0,0,0,0,0,0,1,42000,2
24,453,16,0,0,0,3,2,0,0,0,2,0,1,2,0,1,0,3,0,1,1,9,0,0,0,5,1,0,0,0,3,0,1,2,0,3,0,4,0,2,1,11,0,0,0,4,2,0,0,0,1,0,1,2,0,2,0,1,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,40,25,0,0,0,1,1,63,0,0,0,0,1,1,0,0,0,1,0,48000,4
24,455,18,0,0,2,5,1,0,0,1,0,1,0,0,0,0,2,2,1,0,1,3,0,0,3,6,1,0,0,2,0,2,0,0,0,0,3,2,1,0,2,4,0,0,2,6,2,0,0,2,0,1,0,0,0,0,1,2,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,40,25,0,0,0,1,1,63,0,0,0,0,1,1,0,0,0,1,0,48000,1
25,460,4,1,0,3,0,2,0,1,0,0,0,0,1,4,1,1,2,0,0,0,7,2,0,1,0,2,0,2,0,0,0,0,2,1,1,3,3,0,0,0,12,1,0,4,0,1,0,2,0,0,0,0,2,3,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,150,15,1,0,0,0,0,46,0,0,0,0,1,0,1,0,0,0,1,99000,4
25,461,5,2,0,4,0,0,3,0,0,4,1,0,0,2,1,0,0,2,0,2,1,2,0,5,0,0,2,0,0,2,2,0,0,1,3,0,0,2,0,2,2,3,0,3,0,0,3,0,0,1,1,0,0,4,2,0,0,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,150,15,1,0,0,0,0,46,0,0,0,0,1,0,1,0,0,0,1,99000,4
25,466,10,0,1,0,0,0,0,3,0,2,0,0,1,0,3,0,4,4,3,1,7,0,1,0,0,0,0,3,0,1,0,0,1,0,3,0,1,4,1,1,2,0,2,0,0,0,0,3,0,4,0,0,2,0,2,0,2,3,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,150,15,1,0,0,0,0,46,0,0,0,0,1,0,1,0,0,0,1,99000,4
25,470,14,0,1,0,6,0,0,2,2,2,0,0,0,4,2,0,4,1,0,0,11,0,1,0,6,0,0,1,1,3,0,0,0,3,3,0,1,3,0,0,9,0,2,0,1,0,0,2,1,3,0,0,0,2,1,0,2,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,150,15,1,0,0,0,0,46,0,0,0,0,1,0,1,0,0,0,1,99000,4
26,477,2,2,0,2,0,0,2,2,2,0,0,0,0,0,0,2,3,2,3,0,12,2,0,5,0,0,2,3,1,0,0,0,0,0,0,1,3,2,2,0,4,2,0,4,0,0,2,1,1,0,0,0,0,0,0,2,2,1,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,250,75,0,1,0,0,0,19,0,0,0,0,1,1,0,0,0,0,1,15000,4
26,484,9,1,0,0,0,2,3,0,0,2,2,0,2,0,0,2,1,4,0,0,10,1,0,0,0,2,2,0,0,3,2,0,2,0,0,3,2,2,0,0,9,1,0,0,0,1,3,0,0,3,2,0,2,0,0,1,4,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,250,75,0,1,0,0,0,19,0,0,0,0,1,1,0,0,0,0,1,15000,4
26,485,10,0,2,3,2,0,3,0,1,4,0,0,0,0,3,0,0,4,0,1,3,0,1,1,3,0,1,0,2,4,0,0,0,0,1,0,0,1,0,1,2,0,1,2,2,0,2,0,1,2,0,0,0,0,1,0,0,4,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,250,75,0,1,0,0,0,19,0,0,0,0,1,1,0,0,0,0,1,15000,4
26,486,11,0,0,0,0,0,0,3,0,0,0,2,2,2,2,0,2,1,2,2,5,0,0,0,0,0,0,3,0,0,0,1,1,3,1,0,3,3,1,2,1,0,0,0,0,0,0,2,0,0,0,3,2,3,1,0,4,4,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,250,75,0,1,0,0,0,19,0,0,0,0,1,1,0,0,0,0,1,15000,4
27,502,8,0,0,3,3,1,0,2,2,0,0,0,1,0,2,0,3,3,0,0,8,0,0,1,2,2,0,3,1,0,0,0,2,0,3,0,3,4,0,0,10,0,0,3,5,1,0,3,1,0,0,0,1,0,1,0,3,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,100,25,0,1,0,0,1,19,0,0,1,0,0,0,1,0,0,0,0,1e+05,4
27,504,10,0,1,0,0,2,1,0,0,0,2,2,0,0,2,2,3,0,0,1,11,0,1,0,0,2,2,0,0,0,1,3,0,0,3,3,2,0,0,2,7,0,1,0,0,1,3,0,0,0,1,2,0,0,1,3,4,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,100,25,0,1,0,0,1,19,0,0,1,0,0,0,1,0,0,0,0,1e+05,4
27,506,12,0,1,1,4,0,0,0,0,2,0,0,0,3,0,2,3,2,2,0,1,0,2,2,2,0,0,0,0,1,0,0,0,4,0,3,4,1,2,0,7,0,2,4,4,0,0,0,0,3,0,0,0,3,0,3,2,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,100,25,0,1,0,0,1,19,0,0,1,0,0,0,1,0,0,0,0,1e+05,4
27,508,14,1,0,0,2,2,1,3,0,2,2,0,1,0,0,0,3,0,0,0,2,2,0,0,6,2,2,2,0,2,2,0,1,0,0,0,2,0,0,0,8,1,0,0,4,2,3,2,0,1,1,0,1,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,100,25,0,1,0,0,1,19,0,0,1,0,0,0,1,0,0,0,0,1e+05,4
28,514,1,0,2,4,0,0,3,1,0,3,1,0,2,0,1,0,0,0,0,2,12,0,1,3,0,0,1,1,0,2,2,0,2,0,3,0,0,0,0,1,2,0,1,4,0,0,1,2,0,1,2,0,1,0,3,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,100,15,0,0,0,0,1,27,0,0,0,0,1,1,0,0,0,0,0,30000,3
28,522,9,0,0,3,0,1,1,0,2,0,1,0,2,2,0,0,3,0,3,0,12,0,0,3,0,2,3,0,2,0,2,0,1,4,0,0,1,0,2,0,10,0,0,5,0,1,1,0,2,0,2,0,2,2,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,100,15,0,0,0,0,1,27,0,0,0,0,1,1,0,0,0,0,0,30000,3
28,523,10,0,1,5,5,0,0,3,0,0,0,1,2,1,0,1,0,3,0,0,1,0,2,3,3,0,0,2,0,0,0,1,2,4,0,3,0,4,0,0,4,0,2,4,3,0,0,1,0,0,0,2,2,1,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,100,15,0,0,0,0,1,27,0,0,0,0,1,1,0,0,0,0,0,30000,3
28,526,13,1,2,1,0,1,0,2,0,0,0,0,0,0,2,2,2,0,1,0,11,2,1,4,0,2,0,3,0,0,0,0,0,0,1,2,4,0,2,0,11,2,1,1,0,2,0,2,0,0,0,0,0,0,3,3,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,100,15,0,0,0,0,1,27,0,0,0,0,1,1,0,0,0,0,0,30000,3
28,528,15,0,0,0,0,0,3,1,0,1,1,0,0,1,0,1,0,3,1,1,10,0,0,0,0,0,3,1,0,3,1,0,0,4,0,3,0,4,3,1,11,0,0,0,0,0,1,3,0,1,2,0,0,3,0,1,0,3,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,100,15,0,0,0,0,1,27,0,0,0,0,1,1,0,0,0,0,0,30000,3
28,532,19,2,2,0,0,0,2,0,0,0,0,0,2,2,1,0,3,2,3,0,6,3,1,0,0,0,3,0,0,0,0,0,2,1,2,0,4,1,1,0,4,3,1,0,0,0,3,0,0,0,0,0,1,3,1,0,2,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,100,15,0,0,0,0,1,27,0,0,0,0,1,1,0,0,0,0,0,30000,1
29,533,1,0,1,0,2,1,0,0,2,2,2,0,0,0,0,0,1,0,2,1,7,0,2,0,2,2,0,0,1,2,1,0,0,0,0,0,2,0,2,2,5,0,2,0,4,1,0,0,1,4,2,0,0,0,0,0,3,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,150,30,1,0,0,0,1,25,0,0,0,0,1,0,0,0,0,0,1,35000,2
29,535,3,0,0,2,0,0,3,3,1,3,0,0,0,0,3,0,2,2,1,0,5,0,0,4,0,0,2,3,2,1,0,0,0,0,1,0,1,4,3,0,2,0,0,2,0,0,2,3,1,3,0,0,0,0,2,0,1,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,150,30,1,0,0,0,1,25,0,0,0,0,1,0,0,0,0,0,1,35000,2
30,552,1,3,2,0,0,0,0,0,2,1,2,0,2,4,1,0,2,0,0,0,3,3,1,0,0,0,0,0,1,4,2,0,2,1,1,0,3,0,0,0,5,2,2,0,0,0,0,0,1,4,2,0,1,2,3,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,50,20,0,0,1,0,1,24,0,0,0,0,1,0,0,0,0,0,0,20000,4
30,553,2,0,0,4,2,1,3,3,0,0,0,3,0,0,0,1,0,0,3,1,2,0,0,1,6,1,3,2,0,0,0,3,0,0,0,1,0,0,2,2,6,0,0,2,4,2,3,3,0,0,0,1,0,0,0,1,0,0,3,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,50,20,0,0,1,0,1,24,0,0,0,0,1,0,0,0,0,0,0,20000,4
30,554,3,0,2,0,0,1,1,0,1,0,0,3,0,4,0,0,2,4,0,1,7,0,1,0,0,2,1,0,2,0,0,3,0,4,0,0,2,2,0,2,2,0,2,0,0,2,2,0,2,0,0,2,0,3,0,0,4,4,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,50,20,0,0,1,0,1,24,0,0,0,0,1,0,0,0,0,0,0,20000,4
30,555,4,3,0,5,3,0,0,0,0,4,0,0,1,0,2,3,0,4,2,0,5,1,0,5,1,0,0,0,0,4,0,0,2,0,1,2,0,4,2,0,7,2,0,4,1,0,0,0,0,3,0,0,1,0,2,2,0,4,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,50,20,0,0,1,0,1,24,0,0,0,0,1,0,0,0,0,0,0,20000,4
30,562,11,0,0,0,5,0,3,0,2,3,0,0,2,1,0,3,0,2,0,2,4,0,0,0,3,0,3,0,1,2,0,0,2,2,0,2,0,1,0,1,9,0,0,0,3,0,3,0,1,2,0,0,1,2,0,1,0,4,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,50,20,0,0,1,0,1,24,0,0,0,0,1,0,0,0,0,0,0,20000,4
30,565,14,0,0,1,0,0,3,1,1,0,0,0,2,0,2,0,1,0,3,2,6,0,0,2,0,0,1,2,1,0,0,0,1,0,1,0,1,0,3,1,3,0,0,1,0,0,3,2,2,0,0,0,2,0,1,0,3,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,50,20,0,0,1,0,1,24,0,0,0,0,1,0,0,0,0,0,0,20000,4
31,571,1,0,1,2,0,0,1,2,0,0,1,0,2,0,0,2,0,4,0,2,1,0,2,3,0,0,3,2,0,0,1,0,1,0,0,3,0,4,0,1,10,0,1,1,0,0,1,2,0,0,1,0,2,0,0,2,0,2,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,175,50,0,0,0,1,1,54,0,0,0,0,1,0,0,0,0,0,1,42000,1
31,575,5,2,2,0,0,0,3,0,0,0,1,1,1,0,3,2,0,0,3,0,5,2,2,0,0,0,2,0,0,0,1,3,1,0,2,2,0,0,1,0,8,3,2,0,0,0,1,0,0,0,2,1,1,0,2,1,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,175,50,0,0,0,1,1,54,0,0,0,0,1,0,0,0,0,0,1,42000,4
31,585,15,3,2,0,0,1,1,0,0,0,0,2,0,0,0,0,1,2,2,1,8,3,2,0,0,2,2,0,0,0,0,1,0,0,0,0,1,3,3,1,11,2,2,0,0,1,2,0,0,0,0,1,0,0,0,0,1,3,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,175,50,0,0,0,1,1,54,0,0,0,0,1,0,0,0,0,0,1,42000,4
31,588,18,0,0,0,3,0,0,1,0,0,2,2,0,0,1,1,4,4,0,2,10,0,0,0,2,0,0,2,0,0,2,3,0,0,2,3,4,1,0,2,10,0,0,0,1,0,0,1,0,0,2,1,0,0,1,1,4,4,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,175,50,0,0,0,1,1,54,0,0,0,0,1,0,0,0,0,0,1,42000,4
32,596,7,0,1,4,0,0,3,2,2,0,0,0,0,1,3,1,0,2,0,0,10,0,2,3,0,0,3,3,2,0,0,0,0,3,3,2,0,2,0,0,10,0,2,5,0,0,3,1,1,0,0,0,0,4,2,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,230,50,0,0,0,0,1,29,0,0,0,0,1,0,0,1,0,1,0,99000,1
32,599,10,2,0,0,5,1,0,2,2,0,1,0,0,4,0,0,1,4,0,0,9,1,0,0,1,1,0,3,1,0,1,0,0,3,0,0,2,4,0,0,5,2,0,0,4,1,0,1,1,0,2,0,0,2,0,0,2,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,230,50,0,0,0,0,1,29,0,0,0,0,1,0,0,1,0,1,0,99000,1
32,600,11,0,2,2,1,0,0,0,0,0,0,1,1,2,0,0,4,0,3,2,7,0,1,4,5,0,0,0,0,0,0,2,2,2,0,0,3,0,1,1,2,0,2,3,3,0,0,0,0,0,0,2,1,4,0,0,1,0,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,230,50,0,0,0,0,1,29,0,0,0,0,1,0,0,1,0,1,0,99000,2
