"Case","No","Task","CC1","GN1","NS1","BU1","FA1","LD1","BZ1","FC1","FP1","RP1","PP1","KA1","SC1","TS1","NV1","MA1","LB1","AF1","HU1","Price1","CC2","GN2","NS2","BU2","FA2","LD2","BZ2","FC2","FP2","RP2","PP2","KA2","SC2","TS2","NV2","MA2","LB2","AF2","HU2","Price2","CC3","GN3","NS3","BU3","FA3","LD3","BZ3","FC3","FP3","RP3","PP3","KA3","SC3","TS3","NV3","MA3","LB3","AF3","HU3","Price3","CC4","GN4","NS4","BU4","FA4","LD4","BZ4","FC4","FP4","RP4","PP4","KA4","SC4","TS4","NV4","MA4","LB4","AF4","HU4","Price4","segment","segmentind","year","yearind","miles","milesind","milesa","night","nightind","nighta","ppark","pparkind","gender","genderind","age","ageind","agea","educ","educind","region","regionind","Urb","Urbind","income","incomeind","incomea","Choice"
13,234,6,0,0,2,2,0,2,0,0,3,0,0,0,4,0,0,1,3,3,2,3,0,0,5,3,0,3,0,0,2,0,0,0,3,0,0,1,2,1,2,11,0,0,2,3,0,2,0,0,2,0,0,0,4,0,0,2,1,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2004,5,"Under 50 Miles",1,50,"41% To 50%",5,50,"Never",3,"Female",1,"30 To 39",2,31,"High School",3,"SW",4,"Suburban",2,"$50,000 to $59,999",4,55000,4
13,237,9,0,1,0,1,0,0,3,0,0,1,0,2,0,3,3,0,4,3,0,10,0,2,0,6,0,0,3,0,0,1,0,1,0,3,1,0,2,3,0,8,0,2,0,1,0,0,3,0,0,1,0,1,0,3,2,0,1,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2004,5,"Under 50 Miles",1,50,"41% To 50%",5,50,"Never",3,"Female",1,"30 To 39",2,31,"High School",3,"SW",4,"Suburban",2,"$50,000 to $59,999",4,55000,4
13,238,10,2,0,4,4,2,1,3,2,4,0,0,0,0,0,0,0,0,0,2,9,1,0,1,4,1,3,3,2,3,0,0,0,0,0,0,0,0,0,2,8,3,0,2,6,1,2,2,1,4,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2004,5,"Under 50 Miles",1,50,"41% To 50%",5,50,"Never",3,"Female",1,"30 To 39",2,31,"High School",3,"SW",4,"Suburban",2,"$50,000 to $59,999",4,55000,4
13,239,11,0,0,3,4,2,0,0,0,0,2,3,1,3,0,0,4,0,2,0,3,0,0,5,4,2,0,0,0,0,2,3,2,2,0,0,2,0,1,0,10,0,0,3,4,2,0,0,0,0,1,3,2,3,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2004,5,"Under 50 Miles",1,50,"41% To 50%",5,50,"Never",3,"Female",1,"30 To 39",2,31,"High School",3,"SW",4,"Suburban",2,"$50,000 to $59,999",4,55000,4
14,250,3,0,2,0,0,1,0,0,2,2,2,0,2,1,0,0,0,1,0,2,8,0,1,0,0,1,0,0,1,3,1,0,2,2,0,0,0,4,0,1,6,0,2,0,0,1,0,0,1,2,1,0,1,4,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Prestige Luxury Sedan",5,2005,6,"251 To 300 Miles",6,300,"31% To 40%",4,40,"Monthly",2,"Male",2,"50 To 59",4,54,"Postgraduate College",4,"MW",1,"Suburban",2,"$80,000 to $89,999",7,85000,3
14,254,7,0,0,5,2,0,3,0,0,0,2,2,2,0,0,0,4,3,0,1,2,0,0,2,1,0,2,0,0,0,2,3,2,0,0,0,1,2,0,2,3,0,0,2,1,0,3,0,0,0,2,3,1,0,0,0,4,4,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Prestige Luxury Sedan",5,2005,6,"251 To 300 Miles",6,300,"31% To 40%",4,40,"Monthly",2,"Male",2,"50 To 59",4,54,"Postgraduate College",4,"MW",1,"Suburban",2,"$80,000 to $89,999",7,85000,4
14,255,8,1,2,0,0,0,0,0,2,0,1,0,0,4,2,3,0,0,1,1,12,1,2,0,0,0,0,0,1,0,2,0,0,2,1,1,0,0,2,1,7,1,2,0,0,0,0,0,1,0,1,0,0,3,2,2,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Prestige Luxury Sedan",5,2005,6,"251 To 300 Miles",6,300,"31% To 40%",4,40,"Monthly",2,"Male",2,"50 To 59",4,54,"Postgraduate College",4,"MW",1,"Suburban",2,"$80,000 to $89,999",7,85000,4
14,257,10,3,2,0,1,2,0,2,0,1,0,0,0,0,0,1,1,3,0,0,8,2,2,0,5,2,0,3,0,3,0,0,0,0,0,1,2,1,0,0,9,3,2,0,4,1,0,2,0,2,0,0,0,0,0,1,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Prestige Luxury Sedan",5,2005,6,"251 To 300 Miles",6,300,"31% To 40%",4,40,"Monthly",2,"Male",2,"50 To 59",4,54,"Postgraduate College",4,"MW",1,"Suburban",2,"$80,000 to $89,999",7,85000,3
15,267,1,1,2,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,2,10,1,2,0,0,0,1,1,0,2,0,0,2,0,0,0,2,4,0,1,6,3,1,0,0,0,1,3,0,3,0,0,1,0,0,0,3,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2003,4,"251 To 300 Miles",6,300,"21% To 30%",3,25,"Weekly",4,"Male",2,"30 To 39",2,37,"College Graduate (4 Years)",1,"SW",4,"Suburban",2,"$90,000 to $99,999",8,99000,2
15,270,4,0,2,0,0,2,0,0,2,3,1,0,0,3,2,0,3,0,1,0,9,0,2,0,0,1,0,0,1,2,1,0,0,4,3,0,4,0,1,0,6,0,1,0,0,1,0,0,1,4,1,0,0,2,3,0,1,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2003,4,"251 To 300 Miles",6,300,"21% To 30%",3,25,"Weekly",4,"Male",2,"30 To 39",2,37,"College Graduate (4 Years)",1,"SW",4,"Suburban",2,"$90,000 to $99,999",8,99000,2
15,271,5,1,0,4,0,0,0,0,2,0,1,0,2,0,0,2,3,1,2,0,4,2,0,2,0,0,0,0,1,0,2,0,1,0,0,2,2,3,3,0,1,2,0,1,0,0,0,0,1,0,1,0,2,0,0,3,4,4,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2003,4,"251 To 300 Miles",6,300,"21% To 30%",3,25,"Weekly",4,"Male",2,"30 To 39",2,37,"College Graduate (4 Years)",1,"SW",4,"Suburban",2,"$90,000 to $99,999",8,99000,1
15,278,12,0,0,0,0,2,3,0,0,2,0,0,0,1,3,3,1,3,3,0,5,0,0,0,0,2,1,0,0,3,0,0,0,4,1,2,4,2,1,0,1,0,0,0,0,2,1,0,0,2,0,0,0,1,2,2,4,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2003,4,"251 To 300 Miles",6,300,"21% To 30%",3,25,"Weekly",4,"Male",2,"30 To 39",2,37,"College Graduate (4 Years)",1,"SW",4,"Suburban",2,"$90,000 to $99,999",8,99000,2
15,280,14,2,0,1,0,1,2,0,0,0,2,0,2,4,2,0,0,0,0,1,6,2,0,1,0,1,2,0,0,0,2,0,2,3,2,0,0,0,0,2,9,1,0,2,0,1,1,0,0,0,2,0,1,3,1,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2003,4,"251 To 300 Miles",6,300,"21% To 30%",3,25,"Weekly",4,"Male",2,"30 To 39",2,37,"College Graduate (4 Years)",1,"SW",4,"Suburban",2,"$90,000 to $99,999",8,99000,3
15,281,15,0,2,0,6,0,2,1,1,0,0,1,0,2,0,0,0,3,2,0,3,0,2,0,2,0,2,3,2,0,0,3,0,1,0,0,0,4,3,0,5,0,1,0,1,0,1,1,2,0,0,3,0,2,0,0,0,3,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2003,4,"251 To 300 Miles",6,300,"21% To 30%",3,25,"Weekly",4,"Male",2,"30 To 39",2,37,"College Graduate (4 Years)",1,"SW",4,"Suburban",2,"$90,000 to $99,999",8,99000,1
15,282,16,0,1,0,0,2,0,1,0,0,2,2,2,0,3,3,0,0,1,0,7,0,2,0,0,2,0,2,0,0,1,1,1,0,3,1,0,0,1,0,8,0,1,0,0,2,0,1,0,0,1,2,2,0,2,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2003,4,"251 To 300 Miles",6,300,"21% To 30%",3,25,"Weekly",4,"Male",2,"30 To 39",2,37,"College Graduate (4 Years)",1,"SW",4,"Suburban",2,"$90,000 to $99,999",8,99000,3
16,288,3,0,0,2,4,2,2,2,0,2,2,2,0,0,2,0,0,0,0,0,3,0,0,2,5,1,3,1,0,2,2,1,0,0,2,0,0,0,0,0,10,0,0,2,3,1,3,1,0,2,2,2,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Full-size Pickup",1,2001,2,"151 To 200 Miles",4,200,"31% To 40%",4,40,"Never",3,"Male",2,"30 To 39",2,33,"College Graduate (4 Years)",1,"MW",1,"Suburban",2,"$80,000 to $89,999",7,80000,3
16,290,5,0,0,0,0,0,0,0,1,4,1,1,0,2,2,0,0,3,1,2,6,0,0,0,0,0,0,0,2,2,2,3,0,1,2,0,0,3,3,2,3,0,0,0,0,0,0,0,2,2,2,3,0,2,1,0,0,3,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Full-size Pickup",1,2001,2,"151 To 200 Miles",4,200,"31% To 40%",4,40,"Never",3,"Male",2,"30 To 39",2,33,"College Graduate (4 Years)",1,"MW",1,"Suburban",2,"$80,000 to $89,999",7,80000,4
16,293,8,2,2,0,5,0,0,2,1,0,0,0,2,1,3,0,2,0,0,0,6,2,1,0,6,0,0,3,2,0,0,0,1,4,1,0,1,0,0,0,5,2,2,0,6,0,0,1,2,0,0,0,2,4,3,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Full-size Pickup",1,2001,2,"151 To 200 Miles",4,200,"31% To 40%",4,40,"Never",3,"Male",2,"30 To 39",2,33,"College Graduate (4 Years)",1,"MW",1,"Suburban",2,"$80,000 to $89,999",7,80000,4
16,294,9,1,0,0,0,2,2,0,0,0,2,3,1,1,0,0,1,0,0,1,4,2,0,0,0,2,3,0,0,0,1,2,1,4,0,0,2,0,0,2,7,1,0,0,0,1,3,0,0,0,2,3,2,2,0,0,3,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Full-size Pickup",1,2001,2,"151 To 200 Miles",4,200,"31% To 40%",4,40,"Never",3,"Male",2,"30 To 39",2,33,"College Graduate (4 Years)",1,"MW",1,"Suburban",2,"$80,000 to $89,999",7,80000,4
16,295,10,0,0,4,4,2,2,1,1,1,0,0,0,0,0,0,0,0,3,2,3,0,0,4,4,1,3,1,1,1,0,0,0,0,0,0,0,0,2,1,8,0,0,2,4,2,3,2,1,2,0,0,0,0,0,0,0,0,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Full-size Pickup",1,2001,2,"151 To 200 Miles",4,200,"31% To 40%",4,40,"Never",3,"Male",2,"30 To 39",2,33,"College Graduate (4 Years)",1,"MW",1,"Suburban",2,"$80,000 to $89,999",7,80000,1
16,299,14,2,0,0,0,1,1,0,2,2,0,0,0,3,1,2,0,0,3,0,10,3,0,0,0,1,1,0,2,2,0,0,0,4,1,3,0,0,3,0,1,2,0,0,0,2,1,0,1,4,0,0,0,1,3,3,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Full-size Pickup",1,2001,2,"151 To 200 Miles",4,200,"31% To 40%",4,40,"Never",3,"Male",2,"30 To 39",2,33,"College Graduate (4 Years)",1,"MW",1,"Suburban",2,"$80,000 to $89,999",7,80000,2
16,301,16,0,0,5,0,2,2,3,0,0,0,2,1,0,2,0,3,3,0,0,10,0,0,5,0,1,2,2,0,0,0,3,2,0,2,0,1,1,0,0,2,0,0,2,0,1,1,2,0,0,0,2,2,0,2,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Full-size Pickup",1,2001,2,"151 To 200 Miles",4,200,"31% To 40%",4,40,"Never",3,"Male",2,"30 To 39",2,33,"College Graduate (4 Years)",1,"MW",1,"Suburban",2,"$80,000 to $89,999",7,80000,3
16,304,19,0,0,4,5,0,0,1,2,0,0,1,2,1,0,3,0,3,0,0,7,0,0,2,4,0,0,2,1,0,0,1,1,2,0,1,0,3,0,0,12,0,0,5,1,0,0,1,1,0,0,2,2,2,0,3,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Full-size Pickup",1,2001,2,"151 To 200 Miles",4,200,"31% To 40%",4,40,"Never",3,"Male",2,"30 To 39",2,33,"College Graduate (4 Years)",1,"MW",1,"Suburban",2,"$80,000 to $89,999",7,80000,4
17,307,3,2,0,0,2,0,0,0,2,0,1,2,0,4,2,0,3,3,0,0,1,2,0,0,4,0,0,0,1,0,1,2,0,3,3,0,3,3,0,0,4,2,0,0,6,0,0,0,1,0,1,3,0,4,1,0,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Utility",4,2001,2,"51 To 100 Miles",2,100,"21% To 30%",3,25,"Weekly",4,"Female",1,"30 To 39",2,37,"Some College (1-3 Years)",5,"NE",2,"Rural/Country",1,"$100,000 to $109,999",9,100000,3
17,308,4,0,1,0,4,2,0,1,0,3,0,0,2,0,0,3,0,0,1,1,6,0,2,0,3,2,0,3,0,4,0,0,2,0,0,2,0,0,1,1,6,0,1,0,1,2,0,2,0,4,0,0,1,0,0,3,0,0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Utility",4,2001,2,"51 To 100 Miles",2,100,"21% To 30%",3,25,"Weekly",4,"Female",1,"30 To 39",2,37,"Some College (1-3 Years)",5,"NE",2,"Rural/Country",1,"$100,000 to $109,999",9,100000,2
17,310,6,2,1,2,0,0,3,1,0,0,0,0,0,0,2,2,4,0,2,0,3,1,2,5,0,0,1,2,0,0,0,0,0,0,3,1,3,0,3,0,7,3,2,5,0,0,1,3,0,0,0,0,0,0,1,2,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Utility",4,2001,2,"51 To 100 Miles",2,100,"21% To 30%",3,25,"Weekly",4,"Female",1,"30 To 39",2,37,"Some College (1-3 Years)",5,"NE",2,"Rural/Country",1,"$100,000 to $109,999",9,100000,1
17,317,13,0,0,1,3,1,3,0,0,2,2,0,0,0,3,0,3,0,2,0,1,0,0,1,3,1,1,0,0,4,1,0,0,0,1,0,3,0,1,0,3,0,0,1,2,2,2,0,0,1,2,0,0,0,1,0,1,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Utility",4,2001,2,"51 To 100 Miles",2,100,"21% To 30%",3,25,"Weekly",4,"Female",1,"30 To 39",2,37,"Some College (1-3 Years)",5,"NE",2,"Rural/Country",1,"$100,000 to $109,999",9,100000,2
17,318,14,0,1,2,0,2,0,3,2,0,1,3,0,0,3,0,0,0,0,1,7,0,2,5,0,2,0,2,1,0,1,3,0,0,1,0,0,0,0,1,1,0,1,2,0,1,0,2,2,0,2,1,0,0,1,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Utility",4,2001,2,"51 To 100 Miles",2,100,"21% To 30%",3,25,"Weekly",4,"Female",1,"30 To 39",2,37,"Some College (1-3 Years)",5,"NE",2,"Rural/Country",1,"$100,000 to $109,999",9,100000,2
17,319,15,1,0,0,5,2,2,0,0,0,0,0,1,1,2,3,0,1,0,0,11,3,0,0,2,2,1,0,0,0,0,0,2,3,2,2,0,2,0,0,5,1,0,0,3,2,2,0,0,0,0,0,1,3,3,2,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Utility",4,2001,2,"51 To 100 Miles",2,100,"21% To 30%",3,25,"Weekly",4,"Female",1,"30 To 39",2,37,"Some College (1-3 Years)",5,"NE",2,"Rural/Country",1,"$100,000 to $109,999",9,100000,4
18,324,1,0,2,4,0,0,3,0,0,4,2,1,1,0,0,2,0,0,3,0,11,0,2,3,0,0,1,0,0,4,2,1,1,0,0,1,0,0,2,0,3,0,2,4,0,0,2,0,0,3,2,2,1,0,0,2,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2003,4,"51 To 100 Miles",2,60,"41% To 50%",5,50,"Weekly",4,"Male",2,"30 To 39",2,35,"Trade/Vocational School",6,"SE",3,"Suburban",2,"$40,000 to $49,999",3,40000,2
18,329,6,1,2,1,5,0,0,0,1,0,1,0,0,0,0,2,2,1,0,0,5,2,1,5,2,0,0,0,1,0,2,0,0,0,0,1,1,4,0,0,11,2,1,5,5,0,0,0,2,0,2,0,0,0,0,1,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2003,4,"51 To 100 Miles",2,60,"41% To 50%",5,50,"Weekly",4,"Male",2,"30 To 39",2,35,"Trade/Vocational School",6,"SE",3,"Suburban",2,"$40,000 to $49,999",3,40000,4
18,336,13,1,0,0,6,2,0,0,0,3,1,1,0,0,0,0,2,0,3,2,12,2,0,0,4,1,0,0,0,3,2,2,0,0,0,0,3,0,2,2,5,2,0,0,2,2,0,0,0,2,2,2,0,0,0,0,2,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2003,4,"51 To 100 Miles",2,60,"41% To 50%",5,50,"Weekly",4,"Male",2,"30 To 39",2,35,"Trade/Vocational School",6,"SE",3,"Suburban",2,"$40,000 to $49,999",3,40000,4
18,337,14,0,2,0,6,2,1,0,1,0,0,2,2,0,1,1,0,0,0,0,6,0,1,0,1,1,1,0,2,0,0,3,2,0,2,1,0,0,0,0,11,0,1,0,2,1,2,0,2,0,0,2,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2003,4,"51 To 100 Miles",2,60,"41% To 50%",5,50,"Weekly",4,"Male",2,"30 To 39",2,35,"Trade/Vocational School",6,"SE",3,"Suburban",2,"$40,000 to $49,999",3,40000,3
18,339,16,1,1,4,0,2,0,3,0,3,1,0,0,2,3,0,0,0,0,0,2,3,1,4,0,1,0,1,0,3,1,0,0,3,1,0,0,0,0,0,2,3,2,4,0,1,0,2,0,4,2,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2003,4,"51 To 100 Miles",2,60,"41% To 50%",5,50,"Weekly",4,"Male",2,"30 To 39",2,35,"Trade/Vocational School",6,"SE",3,"Suburban",2,"$40,000 to $49,999",3,40000,2
19,344,2,3,0,0,2,0,0,1,0,1,0,0,1,0,3,3,3,0,2,0,7,1,0,0,1,0,0,3,0,4,0,0,1,0,2,1,2,0,1,0,10,1,0,0,4,0,0,3,0,4,0,0,1,0,1,2,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2001,2,"151 To 200 Miles",4,200,"10% To 20%",2,15,"Weekly",4,"Male",2,"Under 30",1,19,"Some College (1-3 Years)",5,"W",5,"Rural/Country",1,"$60,000 to $69,999",5,60000,1
19,347,5,1,0,0,5,1,2,0,0,0,0,2,0,4,2,3,0,2,0,0,12,2,0,0,6,2,1,0,0,0,0,1,0,4,3,2,0,2,0,0,6,1,0,0,1,2,2,0,0,0,0,2,0,3,3,3,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2001,2,"151 To 200 Miles",4,200,"10% To 20%",2,15,"Weekly",4,"Male",2,"Under 30",1,19,"Some College (1-3 Years)",5,"W",5,"Rural/Country",1,"$60,000 to $69,999",5,60000,2
19,351,9,2,1,4,0,0,0,3,0,0,1,0,2,0,1,0,0,3,0,2,9,1,1,2,0,0,0,3,0,0,1,0,1,0,2,0,0,2,0,2,5,1,1,1,0,0,0,2,0,0,2,0,1,0,1,0,0,4,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2001,2,"151 To 200 Miles",4,200,"10% To 20%",2,15,"Weekly",4,"Male",2,"Under 30",1,19,"Some College (1-3 Years)",5,"W",5,"Rural/Country",1,"$60,000 to $69,999",5,60000,1
19,353,11,0,1,0,0,1,0,2,0,0,2,3,1,2,0,3,2,0,0,0,5,0,1,0,0,2,0,3,0,0,1,2,2,3,0,3,1,0,0,0,5,0,1,0,0,1,0,2,0,0,2,2,2,3,0,1,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2001,2,"151 To 200 Miles",4,200,"10% To 20%",2,15,"Weekly",4,"Male",2,"Under 30",1,19,"Some College (1-3 Years)",5,"W",5,"Rural/Country",1,"$60,000 to $69,999",5,60000,3
20,363,2,0,0,0,0,1,3,2,1,0,2,1,0,0,1,0,0,0,3,1,10,0,0,0,0,1,3,3,2,0,1,3,0,0,1,0,0,0,1,2,10,0,0,0,0,2,2,3,1,0,1,1,0,0,3,0,0,0,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Utility",4,2005,6,"151 To 200 Miles",4,200,"21% To 30%",3,30,"Weekly",4,"Male",2,"30 To 39",2,36,"Some College (1-3 Years)",5,"MW",1,"Suburban",2,"$90,000 to $99,999",8,90000,4
20,364,3,2,0,0,4,2,0,0,0,1,0,0,2,0,3,1,0,4,2,0,2,3,0,0,2,2,0,0,0,1,0,0,2,0,3,3,0,2,2,0,8,3,0,0,2,1,0,0,0,4,0,0,2,0,1,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Utility",4,2005,6,"151 To 200 Miles",4,200,"21% To 30%",3,30,"Weekly",4,"Male",2,"30 To 39",2,36,"Some College (1-3 Years)",5,"MW",1,"Suburban",2,"$90,000 to $99,999",8,90000,1
20,366,5,0,0,0,6,0,1,0,0,0,2,2,0,4,0,2,1,0,3,2,2,0,0,0,5,0,2,0,0,0,2,3,0,1,0,2,4,0,3,1,5,0,0,0,4,0,1,0,0,0,1,1,0,4,0,3,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Utility",4,2005,6,"151 To 200 Miles",4,200,"21% To 30%",3,30,"Weekly",4,"Male",2,"30 To 39",2,36,"Some College (1-3 Years)",5,"MW",1,"Suburban",2,"$90,000 to $99,999",8,90000,4
20,369,8,3,0,5,0,1,2,0,2,1,0,0,1,0,0,0,4,2,0,0,7,2,0,5,0,1,1,0,2,4,0,0,2,0,0,0,1,3,0,0,6,3,0,5,0,1,2,0,1,3,0,0,1,0,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Utility",4,2005,6,"151 To 200 Miles",4,200,"21% To 30%",3,30,"Weekly",4,"Male",2,"30 To 39",2,36,"Some College (1-3 Years)",5,"MW",1,"Suburban",2,"$90,000 to $99,999",8,90000,4
20,370,9,0,0,2,3,2,0,3,0,0,0,1,0,4,1,0,2,0,2,0,6,0,0,4,5,1,0,1,0,0,0,3,0,1,1,0,3,0,3,0,12,0,0,5,5,2,0,2,0,0,0,1,0,4,2,0,3,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Utility",4,2005,6,"151 To 200 Miles",4,200,"21% To 30%",3,30,"Weekly",4,"Male",2,"30 To 39",2,36,"Some College (1-3 Years)",5,"MW",1,"Suburban",2,"$90,000 to $99,999",8,90000,4
21,388,8,0,0,4,0,1,0,1,0,1,1,0,0,1,1,0,2,3,0,0,4,0,0,1,0,1,0,1,0,2,2,0,0,2,1,0,2,2,0,0,4,0,0,4,0,1,0,1,0,1,1,0,0,1,3,0,1,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Utility",4,2000,1,"101 To 150 Miles",3,120,"31% To 40%",4,40,"Monthly",2,"Male",2,"30 To 39",2,32,"College Graduate (4 Years)",1,"MW",1,"Urban/City",3,"$50,000 to $59,999",4,58000,1
21,390,10,3,2,2,0,0,2,0,0,2,1,0,1,0,3,0,0,0,1,0,6,1,2,2,0,0,1,0,0,4,1,0,1,0,3,0,0,0,1,0,2,3,2,3,0,0,1,0,0,3,2,0,2,0,2,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Utility",4,2000,1,"101 To 150 Miles",3,120,"31% To 40%",4,40,"Monthly",2,"Male",2,"30 To 39",2,32,"College Graduate (4 Years)",1,"MW",1,"Urban/City",3,"$50,000 to $59,999",4,58000,2
21,393,13,0,0,1,0,2,0,1,0,3,0,2,0,2,3,2,0,0,0,1,8,0,0,4,0,1,0,3,0,2,0,1,0,1,2,1,0,0,0,2,3,0,0,2,0,1,0,3,0,4,0,3,0,1,3,3,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Utility",4,2000,1,"101 To 150 Miles",3,120,"31% To 40%",4,40,"Monthly",2,"Male",2,"30 To 39",2,32,"College Graduate (4 Years)",1,"MW",1,"Urban/City",3,"$50,000 to $59,999",4,58000,2
21,399,19,2,0,0,0,0,0,1,2,3,2,1,1,0,0,3,3,0,0,0,3,1,0,0,0,0,0,1,2,4,1,3,2,0,0,1,4,0,0,0,3,2,0,0,0,0,0,3,1,3,2,1,2,0,0,2,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Utility",4,2000,1,"101 To 150 Miles",3,120,"31% To 40%",4,40,"Monthly",2,"Male",2,"30 To 39",2,32,"College Graduate (4 Years)",1,"MW",1,"Urban/City",3,"$50,000 to $59,999",4,58000,1
22,401,2,0,1,3,0,1,2,2,1,0,0,2,2,4,0,0,0,0,0,0,3,0,2,5,0,1,1,3,1,0,0,1,1,3,0,0,0,0,0,0,11,0,2,5,0,2,2,1,2,0,0,1,2,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Utility",4,2004,5,"Under 50 Miles",1,50,"Under 10%",1,10,"Monthly",2,"Female",1,"50 To 59",4,51,"Some College (1-3 Years)",5,"MW",1,"Rural/Country",1,"$30,000 to $39,999",2,35000,4
